2016-04-16 08:39:08.922849	|	2 2.5705  1 2.5919  6 2.6023  5 2.6067  7 2.6530  4 2.6566  3 2.6673
2016-04-16 08:48:31.154741	|	1 2.0000  2 2.0000  3 2.0000  4 2.0000  5 2.0000  6 2.0000  7 2.0000
2016-04-16 08:48:44.894710	|	1 2.0000  2 2.0000  3 2.0000  4 2.0000  5 2.0000  6 2.0000  7 2.0000
2016-04-16 08:48:47.964587	|	1 2.0000  2 2.0000  3 2.0000  4 2.0000  5 2.0000  6 2.0000  7 2.0000
2016-04-16 08:48:50.372090	|	1 2.0000  2 2.0000  3 2.0000  4 2.0000  5 2.0000  6 2.0000  7 2.0000
2016-04-16 08:48:52.729166	|	1 2.0000  2 2.0000  3 2.0000  4 2.0000  5 2.0000  6 2.0000  7 2.0000
2016-04-16 08:54:27.598575	|	6 2.1000  7 2.2000  2 2.3000  4 2.4000  5 2.5000  1 2.6000  3 2.7000
2016-04-16 08:55:59.111496	|	6 2.1000  7 2.2000  2 2.3000  4 2.4000  5 2.5000  1 2.6000  3 2.7000
2016-04-16 08:56:00.994100	|	6 2.1000  7 2.2000  2 2.3000  4 2.4000  5 2.5000  1 2.6000  3 2.7000
2016-04-16 08:56:07.485766	|	6 2.1000  7 2.2000  2 2.3000  4 2.4000  5 2.5000  1 2.6000  3 2.7000
2016-04-16 08:56:10.111867	|	6 2.1000  7 2.2000  2 2.3000  4 2.4000  5 2.5000  1 2.6000  3 2.7000
2016-04-16 08:59:40.601657	|	1 2.1000  2 2.2000  3 2.3000  4 2.4000  5 2.5000  6 2.6000  7 2.7000
2016-04-16 09:00:10.127150	|	1 2.1000  3 2.2000  5 2.3000  7 2.4000  2 2.5000  4 2.6000  6 2.7000
2016-04-16 09:00:33.774304	|	6 2.1000  5 2.2000  4 2.3000  3 2.4000  2 2.5000  1 2.6000  7 2.7000
2016-04-16 09:03:57.535855	|	3 2.1000  5 2.2000  4 2.3000  6 2.4000  1 2.5000  2 2.6000  7 2.7000
2016-04-16 09:16:47.083070	|	7 2.1000  6 2.2000  5 2.3000  4 2.4000  3 2.5000  2 2.6000  1 2.7000
2016-04-16 09:21:57.966951	|	1 2.1000  5 2.2000  4 2.3000  2 2.4000  6 2.5000  3 2.6000  0 2.7000
2016-04-16 09:23:39.640870	|	4 2.1000  1 2.2000  5 2.3000  3 2.4000  2 2.5000  6 2.6000  0 2.7000
2016-04-16 09:24:51.911326	|	2 2.1000  1 2.2000  6 2.3000  3 2.4000  4 2.5000  5 2.6000  0 2.7000
2016-04-16 09:26:03.565262	|	3 2.1000  6 2.2000  2 2.3000  5 2.4000  7 2.5000  1 2.6000  4 2.7000
2016-04-16 09:28:06.760959	|	5 2.1000  1 2.2000  4 2.3000  2 2.4000  3 2.5000  0 2.6000  0 2.7000
2016-04-16 09:30:16.902437	|	5 2.1000  3 2.2000  4 2.3000  6 2.4000  1 2.5000  2 2.6000  7 2.7000
2016-04-16 09:33:18.696970	|	4 2.1000  2 2.2000  3 2.3000  1 2.4000  0 2.5000  0 2.6000  0 2.7000
2016-04-16 09:35:22.319518	|	2 2.1000  3 2.2000  6 2.3000  1 2.4000  4 2.5000  5 2.6000  0 2.7000
2016-04-16 09:36:57.371361	|	5 2.1000  6 2.2000  4 2.3000  2 2.4000  1 2.5000  3 2.6000  0 2.7000
2016-04-16 09:47:21.033326	|	3 2.1000  6 2.2000  2 2.3000  5 2.4000  1 2.5000  4 2.6000  0 2.7000
2016-04-16 09:48:33.746190	|	6 2.1000  2 2.2000  4 2.3000  1 2.4000  3 2.5000  5 2.6000  7 2.7000
2016-04-16 09:50:05.318522	|	1 2.1000  4 2.2000  2 2.3000  5 2.4000  3 2.5000  0 2.6000  0 2.7000
2016-04-16 09:51:48.731057	|	4 2.1000  2 2.2000  1 2.3000  7 2.4000  5 2.5000  3 2.6000  6 2.7000
2016-04-16 09:53:08.524504	|	4 2.1000  2 2.2000  1 2.3000  7 2.4000  5 2.5000  3 2.6000  6 2.7000
2016-04-16 09:53:28.737905	|	1 2.1000  4 2.2000  2 2.3000  3 2.4000  0 2.5000  0 2.6000  0 2.7000
2016-04-16 09:54:51.019053	|	5 2.1000  2 2.2000  1 2.3000  6 2.4000  4 2.5000  3 2.6000  0 2.7000
2016-04-16 09:55:58.635228	|	6 2.1000  1 2.2000  4 2.3000  5 2.4000  3 2.5000  2 2.6000  0 2.7000
2016-04-16 09:57:38.745877	|	6 2.1000  2 2.2000  5 2.3000  3 2.4000  1 2.5000  4 2.6000  0 2.7000
2016-04-16 09:58:56.939017	|	5 2.1000  3 2.2000  7 2.3000  1 2.4000  6 2.5000  2 2.6000  4 2.7000
2016-04-16 09:59:56.817920	|	1 2.1000  2 2.2000  3 2.3000  5 2.4000  4 2.5000  0 2.6000  0 2.7000
2016-04-16 10:01:44.103199	|	2 2.1000  3 2.2000  7 2.3000  5 2.4000  4 2.5000  6 2.6000  1 2.7000
2016-04-16 10:02:55.483056	|	3 2.1000  1 2.2000  2 2.3000  4 2.4000  0 2.5000  0 2.6000  0 2.7000
2016-04-16 10:05:47.003346	|	6 2.1000  4 2.2000  2 2.3000  3 2.4000  5 2.5000  1 2.6000  0 2.7000
2016-04-16 10:06:29.151374	|	2 2.1000  1 2.2000  4 2.3000  3 2.4000  5 2.5000  6 2.6000  0 2.7000
2016-04-16 10:08:11.283061	|	6 2.1000  2 2.2000  3 2.3000  1 2.4000  4 2.5000  5 2.6000  0 2.7000
2016-04-16 10:10:42.661342	|	4 2.1000  1 2.2000  3 2.3000  6 2.4000  2 2.5000  7 2.6000  5 2.7000
2016-04-16 10:12:09.058795	|	3 2.1000  4 2.2000  1 2.3000  2 2.4000  5 2.5000  0 2.6000  0 2.7000
2016-04-16 10:13:40.595756	|	3 2.1000  4 2.2000  5 2.3000  1 2.4000  7 2.5000  6 2.6000  2 2.7000
2016-04-16 10:14:53.478205	|	4 2.1000  2 2.2000  3 2.3000  1 2.4000  0 2.5000  0 2.6000  0 2.7000
2016-04-16 10:16:41.827183	|	2 2.1000  6 2.2000  3 2.3000  4 2.4000  5 2.5000  1 2.6000  0 2.7000
2016-04-16 10:17:45.131893	|	3 2.1000  5 2.2000  2 2.3000  4 2.4000  6 2.5000  1 2.6000  0 2.7000
2016-04-16 10:19:09.152337	|	2 2.1000  4 2.2000  3 2.3000  6 2.4000  1 2.5000  5 2.6000  0 2.7000
2016-04-16 10:20:21.713187	|	5 2.1000  4 2.2000  2 2.3000  3 2.4000  1 2.5000  7 2.6000  6 2.7000
2016-04-16 10:21:53.862150	|	5 2.1000  2 2.2000  3 2.3000  1 2.4000  4 2.5000  0 2.6000  0 2.7000
2016-04-16 10:23:52.868738	|	5 2.1000  4 2.2000  6 2.3000  1 2.4000  2 2.5000  3 2.6000  7 2.7000
2016-04-16 10:25:13.739932	|	4 2.1000  1 2.2000  3 2.3000  2 2.4000  0 2.5000  0 2.6000  0 2.7000
2016-04-16 10:26:53.934961	|	2 2.1000  3 2.2000  6 2.3000  5 2.4000  4 2.5000  1 2.6000  0 2.7000
2016-04-16 10:28:00.097325	|	3 2.1000  4 2.2000  2 2.3000  5 2.4000  1 2.5000  6 2.6000  0 2.7000
2016-04-16 10:28:31.354588	|	3 2.1000  4 2.2000  2 2.3000  5 2.4000  1 2.5000  6 2.6000  0 2.7000
2016-04-16 10:29:36.089342	|	4 2.1000  2 2.2000  6 2.3000  3 2.4000  5 2.5000  1 2.6000  0 2.7000
2016-04-16 10:30:30.295001	|	6 2.1000  3 2.2000  5 2.3000  1 2.4000  4 2.5000  7 2.6000  2 2.7000
2016-04-16 10:31:46.876292	|	5 2.1000  4 2.2000  3 2.3000  1 2.4000  2 2.5000  0 2.6000  0 2.7000
2016-04-16 10:32:50.445618	|	1 2.1000  5 2.2000  2 2.3000  3 2.4000  4 2.5000  6 2.6000  7 2.7000
2016-04-16 10:33:43.634320	|	1 2.1000  2 2.2000  4 2.3000  3 2.4000  0 2.5000  0 2.6000  0 2.7000
